Product ID,Product Name,Date of Purchase,Order Status,Store Location,Quantity,Price,Category
1126,Sony PlayStation 5,2023-05-06,Pending,"Jeremyside, CO",75,235.76,Electronics
1127,Fiction Book,2023-05-07,Pending,"Raymondbury, KS",67,494.53,Books
1128,Keurig Coffee Maker,2023-05-08,Shipped,"East Bettyton, MN",12,246.78,Home Appliances
1129,Xbox Series X,2023-05-09,Cancelled,"New Jonathanmouth, AZ",67,493.58,Electronics
1130,Google Nest,2023-05-10,Delivered,"Lake Ryanmouth, WI",27,379.74,Electronics
1131,Nikon D3500,2023-05-11,Delivered,"New Kylemouth, VA",54,131.82,Electronics
1132,Keurig Coffee Maker,2023-05-12,Cancelled,"North Robert, LA",66,273.81,Home Appliances
1133,MacBook Pro,2023-05-13,Cancelled,"Port Brandi, MA",49,496.15,Electronics
1134,Nintendo Switch,2023-05-14,Cancelled,"Hannahland, IL",16,430.19,Electronics
1135,GoPro Hero 9,2023-05-15,Shipped,"Robertfort, KY",2,57.71,Electronics
1136,Keurig Coffee Maker,2023-05-16,Delivered,"Thomaston, AS",60,356.12,Home Appliances
1137,Fiction Book,2023-05-17,Cancelled,"West Samanthachester, PW",54,179.33,Books
1138,Fitbit Charge,2023-05-18,Shipped,"Erikashire, CT",30,13.42,Electronics
1139,Kindle Paperwhite,2023-05-19,Delivered,"East Stephanie, MA",84,207.71,Electronics
1140,Fresh Fruits,2023-05-20,Pending,"Seanfurt, IA",38,125.03,Groceries
1141,Oculus Quest 2,2023-05-21,Shipped,"New Debraville, AS",28,411.25,Electronics
1142,Dell XPS 13,2023-05-22,Delivered,"Russellton, CT",25,175.29,Electronics
1143,GoPro Hero 9,2023-05-23,Shipped,"Johnsonborough, VA",96,415.49,Electronics
1144,Running Shoes,2023-05-24,Delivered,"North Amandaport, TN",10,10.29,Sports & Outdoors
1145,Samsung Galaxy S21,2023-05-25,Delivered,"Lake Dorothy, VA",60,160.83,Electronics
1146,Board Game,2023-05-26,Pending,"New Hannahfurt, ID",42,128.17,Toys & Games
1147,Men's T-shirt,2023-05-27,Shipped,"Derekview, IL",40,124.45,Clothing & Accessories
1148,Nintendo Switch,2023-05-28,Cancelled,"Robertport, CO",97,43.41,Electronics
1149,Fresh Fruits,2023-05-29,Pending,"Lake Clayton, AZ",77,101.69,Groceries
1150,Sony PlayStation 5,2023-05-30,Pending,"New Kevinshire, PW",42,282.22,Electronics
1151,Google Nest,2023-05-31,Delivered,"Lisachester, NY",47,152.77,Electronics
1152,Amazon Echo,2023-06-01,Cancelled,"Port Michael, NE",37,214.52,Electronics
1153,Dyson Vacuum,2023-06-02,Shipped,"West Jose, ID",80,194.66,Home Appliances
1154,Board Game,2023-06-03,Cancelled,"New Luis, DE",22,439.19,Toys & Games
1155,Running Shoes,2023-06-04,Cancelled,"South Lindsey, VA",57,453.6,Sports & Outdoors
1156,MacBook Pro,2023-06-05,Cancelled,"Wardton, DE",84,251.55,Electronics
1157,Apple Watch,2023-06-06,Cancelled,"New Saraville, CO",27,171.78,Electronics
1158,Keurig Coffee Maker,2023-06-07,Cancelled,"Alexishaven, ME",41,62.33,Home Appliances
1159,Running Shoes,2023-06-08,Delivered,"Lake Thomas, ME",80,477.17,Sports & Outdoors
1160,Nintendo Switch,2023-06-09,Delivered,"Lake Troy, RI",34,39.51,Electronics
1161,Nintendo Switch,2023-06-10,Pending,"Williamsbury, MT",32,155.85,Electronics
1162,Apple Watch,2023-06-11,Delivered,"Kathleenburgh, NV",90,156.05,Electronics
1163,Oculus Quest 2,2023-06-12,Pending,"Reneeborough, FL",89,167.0,Electronics
1164,Keurig Coffee Maker,2023-06-13,Pending,"Blanchardview, WI",66,90.5,Home Appliances
1165,Google Nest,2023-06-14,Shipped,"Maryborough, SD",12,393.75,Electronics
1166,Car Floor Mats,2023-06-15,Cancelled,"North Stephanie, MI",40,70.02,Automotive
1167,iPhone 13,2023-06-16,Delivered,"New Jocelyn, NM",73,321.1,Electronics
1168,Roomba Robot Vacuum,2023-06-17,Shipped,"Kathrynhaven, HI",76,70.68,Home Appliances
1169,GoPro Hero 9,2023-06-18,Delivered,"Jenniferburgh, UT",90,44.56,Electronics
1170,Sofa Set,2023-06-19,Pending,"New Annamouth, MI",73,455.62,Furniture
1171,Fitbit Charge,2023-06-20,Delivered,"Velazquezmouth, PR",10,103.16,Electronics
1172,Sony PlayStation 5,2023-06-21,Cancelled,"Michaelmouth, SD",96,412.41,Electronics
1173,Fiction Book,2023-06-22,Pending,"East Deanna, AS",98,276.87,Books
1174,GoPro Hero 9,2023-06-23,Pending,"Greenbury, MO",48,48.15,Electronics
1175,Roomba Robot Vacuum,2023-06-24,Shipped,"Jenniferview, PR",20,478.17,Home Appliances
1176,Xbox Series X,2023-06-25,Cancelled,"Barbaraberg, GA",39,131.01,Electronics
1177,iPhone 13,2023-06-26,Pending,"Dustinstad, NH",60,431.23,Electronics
1178,Sony PlayStation 5,2023-06-27,Cancelled,"Aliciamouth, MD",66,92.72,Electronics
1179,Fresh Fruits,2023-06-28,Delivered,"Chelseachester, MS",65,428.43,Groceries
1180,Car Floor Mats,2023-06-29,Cancelled,"Obrienfurt, FL",51,16.48,Automotive
1181,Dyson Vacuum,2023-06-30,Pending,"East Lauriestad, AR",36,260.77,Home Appliances
1182,Sony PlayStation 5,2023-07-01,Shipped,"Justinberg, KY",24,387.03,Electronics
1183,Men's T-shirt,2023-07-02,Pending,"Colemanstad, MS",27,468.05,Clothing & Accessories
1184,Board Game,2023-07-03,Cancelled,"Hudsonchester, IL",2,455.51,Toys & Games
1185,Fiction Book,2023-07-04,Cancelled,"Lake Davidville, KY",31,411.62,Books
1186,iPhone 13,2023-07-05,Pending,"New Pennytown, IA",57,445.21,Electronics
1187,Apple Watch,2023-07-06,Cancelled,"Jamieport, NE",78,107.62,Electronics
1188,Keurig Coffee Maker,2023-07-07,Delivered,"Loriport, MS",66,149.25,Home Appliances
1189,Bose Headphones,2023-07-08,Pending,"Ianfort, HI",29,151.59,Electronics
1190,Nintendo Switch,2023-07-09,Shipped,"Danielborough, IL",15,194.76,Electronics
1191,Men's T-shirt,2023-07-10,Pending,"Mcdanielshire, AK",12,202.73,Clothing & Accessories
1192,Sony PlayStation 5,2023-07-11,Delivered,"Lake Loriland, OH",28,276.83,Electronics
1193,Fiction Book,2023-07-12,Delivered,"New Victor, OR",84,88.34,Books
1194,Samsung Galaxy S21,2023-07-13,Delivered,"Lake Michael, GA",24,348.71,Electronics
1195,Instant Pot,2023-07-14,Delivered,"East Jonathan, ME",21,92.11,Home Appliances
1196,Amazon Echo,2023-07-15,Delivered,"Jordanside, WV",10,162.05,Electronics
1197,Dell XPS 13,2023-07-16,Shipped,"Webbburgh, OK",78,256.64,Electronics
1198,iPhone 13,2023-07-17,Cancelled,"Port Matthew, WI",18,400.26,Electronics
1199,Nikon D3500,2023-07-18,Delivered,"New Patricia, NV",88,372.34,Electronics
1200,Oculus Quest 2,2023-07-19,Delivered,"Hernandezville, KS",14,326.31,Electronics
1201,Men's T-shirt,2023-07-20,Pending,"New Andrea, MA",34,86.33,Clothing & Accessories
1202,Amazon Echo,2023-07-21,Shipped,"East Beverly, SC",58,278.05,Electronics
1203,Instant Pot,2023-07-22,Shipped,"North Yolandastad, WV",76,52.85,Home Appliances
1204,Running Shoes,2023-07-23,Cancelled,"Port Victoriachester, IN",22,194.91,Sports & Outdoors
1205,Dyson Vacuum,2023-07-24,Shipped,"North Krystal, PR",70,212.62,Home Appliances
1206,Running Shoes,2023-07-25,Pending,"East Lauren, MP",36,29.51,Sports & Outdoors
1207,Nintendo Switch,2023-07-26,Pending,"West Patriciamouth, CA",45,144.25,Electronics
1208,Men's T-shirt,2023-07-27,Cancelled,"West James, LA",36,478.27,Clothing & Accessories
1209,Board Game,2023-07-28,Pending,"Shaunport, MN",22,477.28,Toys & Games
1210,Oculus Quest 2,2023-07-29,Delivered,"East Zacharyview, LA",78,182.64,Electronics
1211,Board Game,2023-07-30,Delivered,"North Amandaburgh, ID",80,31.12,Toys & Games
1212,Apple Watch,2023-07-31,Pending,"West Christopherville, AS",61,97.76,Electronics
1213,Kindle Paperwhite,2023-08-01,Cancelled,"Hopkinsbury, WV",56,202.19,Electronics
1214,Bose Headphones,2023-08-02,Shipped,"Lake Ian, ND",89,474.41,Electronics
1215,Fresh Fruits,2023-08-03,Cancelled,"Williamport, ND",96,79.19,Groceries
1216,Google Nest,2023-08-04,Shipped,"North Anthony, NY",33,384.12,Electronics
1217,Skincare Cream,2023-08-05,Pending,"Lake Brianport, LA",45,63.25,Health & Beauty
1218,Kindle Paperwhite,2023-08-06,Pending,"Wareview, SD",36,490.82,Electronics
1219,Roomba Robot Vacuum,2023-08-07,Delivered,"New Dana, AL",20,196.99,Home Appliances
1220,Samsung Galaxy S21,2023-08-08,Shipped,"Derekview, OH",18,389.86,Electronics
1221,Xbox Series X,2023-08-09,Cancelled,"Ritterstad, MO",38,177.87,Electronics
1222,Skincare Cream,2023-08-10,Pending,"West Samanthamouth, AK",67,317.56,Health & Beauty
1223,Sony PlayStation 5,2023-08-11,Cancelled,"Williambury, FL",23,104.09,Electronics
1224,Car Floor Mats,2023-08-12,Delivered,"Jenniferport, LA",96,81.55,Automotive
1225,Bose Headphones,2023-08-13,Shipped,"Port Louis, PA",16,469.65,Electronics
1226,Sony PlayStation 5,2023-08-14,Shipped,"South Kathleen, PA",59,459.65,Electronics
1227,Apple Watch,2023-08-15,Pending,"Brownburgh, NY",69,444.86,Electronics
1228,Skincare Cream,2023-08-16,Shipped,"Rileychester, MP",68,316.46,Health & Beauty
1229,Oculus Quest 2,2023-08-17,Pending,"Dianestad, AR",21,406.05,Electronics
1230,Bose Headphones,2023-08-18,Delivered,"Port Jenniferbury, GA",78,43.83,Electronics
1231,Roomba Robot Vacuum,2023-08-19,Shipped,"Solismouth, KY",95,174.05,Home Appliances
1232,Fiction Book,2023-08-20,Pending,"Lake Amy, NH",78,163.71,Books
1233,Roomba Robot Vacuum,2023-08-21,Cancelled,"New Mallory, NY",70,321.47,Home Appliances
1234,GoPro Hero 9,2023-08-22,Pending,"Kyleshire, GA",12,184.42,Electronics
1235,Amazon Echo,2023-08-23,Shipped,"Colemanmouth, PW",16,82.77,Electronics
1236,Fiction Book,2023-08-24,Delivered,"Kelleyland, FM",81,302.27,Books
1237,MacBook Pro,2023-08-25,Shipped,"East Yvettefurt, MH",87,409.05,Electronics
1238,Kindle Paperwhite,2023-08-26,Shipped,"Lake Shellyhaven, AZ",14,197.24,Electronics
1239,Samsung Galaxy S21,2023-08-27,Pending,"North Scott, GA",61,74.81,Electronics
1240,Fresh Fruits,2023-08-28,Cancelled,"East Kyle, FM",71,106.38,Groceries
1241,MacBook Pro,2023-08-29,Shipped,"Bennetttown, DC",46,126.37,Electronics
1242,Keurig Coffee Maker,2023-08-30,Cancelled,"Jonesmouth, LA",32,156.95,Home Appliances
1243,Samsung Galaxy S21,2023-08-31,Pending,"North Christina, CO",15,324.97,Electronics
1244,Car Floor Mats,2023-09-01,Cancelled,"New Brian, MT",44,304.46,Automotive
1245,Board Game,2023-09-02,Pending,"Avilaport, VT",17,351.08,Toys & Games
1246,Kindle Paperwhite,2023-09-03,Delivered,"South Jeffreyhaven, AK",41,187.63,Electronics
1247,Xbox Series X,2023-09-04,Cancelled,"Weaverhaven, NV",54,413.76,Electronics
1248,Men's T-shirt,2023-09-05,Cancelled,"Jimenezmouth, NE",44,110.0,Clothing & Accessories
1249,Skincare Cream,2023-09-06,Delivered,"Nguyenchester, VT",98,239.83,Health & Beauty
1250,Fitbit Charge,2023-09-07,Cancelled,"Schultzview, VT",5,402.46,Electronics
1251,Running Shoes,2023-09-08,Delivered,"Jacksonton, MT",27,98.28,Sports & Outdoors
1252,Amazon Echo,2023-09-09,Shipped,"Stephaniebury, VA",87,63.83,Electronics
1253,Fiction Book,2023-09-10,Pending,"New Benjaminmouth, UT",78,443.01,Books
1254,Instant Pot,2023-09-11,Delivered,"Kaylabury, UT",79,178.04,Home Appliances
1255,Xbox Series X,2023-09-12,Cancelled,"New Maria, WV",43,345.1,Electronics
1256,Oculus Quest 2,2023-09-13,Delivered,"Jamesside, NJ",97,22.42,Electronics
1257,Fiction Book,2023-09-14,Cancelled,"New Carolhaven, MA",31,348.12,Books
1258,Bose Headphones,2023-09-15,Shipped,"Dorisbury, NH",99,164.89,Electronics
1259,Men's T-shirt,2023-09-16,Delivered,"New Michelefort, OK",17,37.31,Clothing & Accessories
1260,Oculus Quest 2,2023-09-17,Shipped,"West Robert, ME",92,308.81,Electronics
1261,GoPro Hero 9,2023-09-18,Pending,"Port Lisa, KY",83,127.99,Electronics
1262,Nintendo Switch,2023-09-19,Cancelled,"West Yolanda, FM",54,199.54,Electronics
1263,Oculus Quest 2,2023-09-20,Cancelled,"Timothystad, DC",62,49.48,Electronics
1264,MacBook Pro,2023-09-21,Shipped,"Port Nicolestad, FM",87,82.11,Electronics
1265,Instant Pot,2023-09-22,Pending,"New Ryanview, MO",32,156.01,Home Appliances
1266,Samsung Galaxy S21,2023-09-23,Delivered,"East Jamesbury, AR",40,53.98,Electronics
1267,Sofa Set,2023-09-24,Delivered,"North Brittanybury, OK",13,456.3,Furniture
1268,Samsung Galaxy S21,2023-09-25,Cancelled,"Kemphaven, NY",84,12.96,Electronics
1269,Men's T-shirt,2023-09-26,Shipped,"Michellemouth, WY",35,247.09,Clothing & Accessories
1270,MacBook Pro,2023-09-27,Shipped,"Anthonyburgh, VA",5,70.39,Electronics
1271,Xbox Series X,2023-09-28,Delivered,"Mcgeefurt, DE",73,160.76,Electronics
1272,Instant Pot,2023-09-29,Pending,"North Brettview, AL",29,463.77,Home Appliances
1273,Fiction Book,2023-09-30,Pending,"New Jacobport, KS",70,89.23,Books
1274,Kindle Paperwhite,2023-10-01,Delivered,"South Janet, PR",25,483.26,Electronics
1275,Bose Headphones,2023-10-02,Delivered,"Angelamouth, ID",95,110.84,Electronics
1276,iPhone 13,2023-10-03,Shipped,"West Crystal, MT",22,373.37,Electronics
1277,Keurig Coffee Maker,2023-10-04,Pending,"South Jamesville, ND",66,277.87,Home Appliances
1278,Xbox Series X,2023-10-05,Delivered,"North Jennifer, MI",45,443.39,Electronics
1279,Bose Headphones,2023-10-06,Delivered,"Port Zacharyside, UT",69,281.46,Electronics
1280,Fiction Book,2023-10-07,Cancelled,"New Reginald, HI",91,271.93,Books
1281,Dell XPS 13,2023-10-08,Delivered,"Robertstad, DE",89,105.77,Electronics
1282,Fiction Book,2023-10-09,Delivered,"North Virginiaberg, HI",72,91.45,Books
1283,Car Floor Mats,2023-10-10,Pending,"Richardside, ME",1,459.08,Automotive
1284,Samsung Galaxy S21,2023-10-11,Shipped,"Shannonhaven, IA",84,170.64,Electronics
1285,Dell XPS 13,2023-10-12,Pending,"Matthewsport, AZ",44,192.32,Electronics
1286,iPhone 13,2023-10-13,Shipped,"Hawkinsbury, HI",87,382.31,Electronics
1287,Nintendo Switch,2023-10-14,Cancelled,"Juliefort, ME",96,176.02,Electronics
1288,Skincare Cream,2023-10-15,Delivered,"Melvinmouth, AK",75,476.51,Health & Beauty
1289,Fresh Fruits,2023-10-16,Cancelled,"East Lauraville, GU",39,371.58,Groceries
1290,Kindle Paperwhite,2023-10-17,Shipped,"South Rebeccaborough, RI",54,302.74,Electronics
1291,Sofa Set,2023-10-18,Pending,"Susanview, DC",88,441.64,Furniture
1292,Instant Pot,2023-10-19,Pending,"Williamtown, IN",75,34.31,Home Appliances
1293,Fiction Book,2023-10-20,Cancelled,"Jesusborough, OH",29,135.96,Books
1294,Men's T-shirt,2023-10-21,Shipped,"Port Melissa, PR",54,237.87,Clothing & Accessories
1295,Nintendo Switch,2023-10-22,Cancelled,"Port Suzanne, MN",90,121.22,Electronics
1296,Keurig Coffee Maker,2023-10-23,Cancelled,"Annetteton, MN",16,374.51,Home Appliances
1297,Sofa Set,2023-10-24,Delivered,"Scotttown, OK",99,460.41,Furniture
1298,Fiction Book,2023-10-25,Cancelled,"Port James, AZ",20,217.65,Books
